results/jump_all_main
0.9119643489671533, 440, 330
0.9477117272177487, 340, 65
0.9442283363788696, 220, 20
0.9001205468870025, 400, 390
0.9463093027193562, 360, 55
0.9521754616219379, 360, 15
0.8825758895425195, 320, 270
0.8610494782284598, 220, 210
0.9151994045782756, 400, 150
0.947485964883996, 360, 70
0.9470494770354702, 300, 15
0.9191081863186018, 440, 150
0.9295273583920707, 420, 130
0.9539496497823734, 440, 40
0.9196859913408315, 340, 250
0.8778645965814825, 240, 150
0.9460524908477645, 300, 50
0.9491639095666243, 340, 40
0.8922498177895034, 320, 290
0.9336447555249309, 260, 5
0.8997381015429625, 320, 210
0.9527456192797067, 380, 40
0.9063298267243155, 360, 330
0.9444306447557064, 400, 75
0.8650857247803628, 280, 230
0.9409440841732919, 220, 30
0.9333916956431498, 220, 65
0.9449657390645005, 300, 10
0.960333359866122, 420, 40
0.8832999426389084, 300, 170
0.8924442980841967, 280, 250
0.9380658116934311, 200, 30
0.9413015860164768, 260, 35
0.9395360397586662, 340, 45
0.9467504976741133, 420, 15
0.9402538800760194, 220, 25
0.8915180070897608, 260, 130
0.9484677303114353, 300, 25
0.9503991679138067, 360, 20
0.9475148845327808, 380, 15
0.9342463899282589, 220, 75
0.9330114017984482, 200, 5
0.9325810018857315, 220, 45
0.9265734459040093, 240, 50
0.9250812888478673, 200, 45
0.9373942669485824, 200, 25
0.9472233647658901, 360, 50
0.9294816374668361, 360, 90
0.9530540676872747, 340, 60
0.9393909399415278, 220, 10
0.9484995712001051, 340, 70
0.9278378646614631, 260, 55
0.904984231373902, 440, 390
0.89707088189067, 440, 310
0.9470464907429339, 320, 65
0.9565741872888389, 340, 35
0.9195819663028185, 260, 60
0.931344286481769, 220, 55
0.8559027323164546, 200, 190
0.911691130261683, 380, 270
0.9509855418967547, 440, 65
0.9394983478033125, 280, 40
0.9076805494092898, 400, 370
0.9435039879844279, 440, 60
0.9230803212165118, 380, 110
0.9444052484468147, 440, 90
0.9101249804397404, 420, 290
0.9478311064321407, 400, 15
0.9394357264129034, 440, 10
0.9004115029701448, 380, 330
0.9483641119659695, 300, 30
0.9465912856932902, 280, 20
0.9076909724718718, 440, 370
0.9406588676581783, 440, 50
0.9522319298983775, 440, 45
0.9058305125587576, 420, 190
0.9529591593999845, 420, 60
0.9154949783196913, 400, 310
0.9358811658836845, 220, 50
0.9414390316468843, 240, 30
0.9254591734192747, 300, 5
0.8867025324034645, 340, 170
0.906109759209423, 340, 330
0.9453730681949343, 320, 30
0.9415879115379613, 220, 15
0.95690768905615, 440, 35
0.9468005835806204, 400, 55
0.8797115483100388, 280, 150
0.909263375739543, 240, 110
0.9435115212059216, 360, 10
0.9059723904294356, 440, 290
0.9443083865229489, 300, 65
0.9414109640320252, 300, 35
0.9053581479444426, 360, 250
0.904825506144945, 200, 70
0.9490005169820491, 360, 25
0.9086804586249619, 420, 310
0.9450437710923381, 240, 25
0.902793448293447, 360, 310
0.9557226492657055, 340, 30
0.9310498748210243, 360, 5
0.9238588469059514, 280, 65
0.8678997089726285, 200, 150
0.9104115832589458, 420, 150
0.9381754993948722, 440, 110
0.9159360806999918, 380, 370
0.9360969740458818, 220, 60
0.8804781901123444, 260, 230
0.9532981910808456, 320, 55
0.9333706553658575, 440, 75
0.8843353526508686, 300, 150
