Format=7,6257,Unnamed: 2,Unnamed: 3,Waist,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,6280,Unnamed: 44,Unnamed: 45,Right Foot,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,6283,Unnamed: 58,Unnamed: 59,Left Foot,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1619713264013392,-9.670981,0.063754,0.358112,-0.488736,0.156773,0.107287,43.735030,-4.668748,16.587228,4635830252243779600.000000,0.687110,0.097031,0.718944,-0.039800,-9.744954,0.521472,-0.218739,-0.092249,0.301657,0.024429,40.907299,-20.594180,10.980354,4635825635153936400.000000,0.580437,-0.381083,0.629002,0.349606,-9.715448,-1.197971,-0.751232,-0.409328,-0.302983,-0.323096,40.438454,21.386680,4.453795,4635827245766672400.000000,0.438596,0.443378,0.546849,-0.558574
1619713264021725,-9.713080,0.070527,0.442226,-0.488502,0.155738,0.100047,43.678089,-4.858547,16.748558,4635830252243779600.000000,0.686816,0.096054,0.719449,-0.038089,-9.750268,0.472356,-0.333333,-0.078855,0.300150,0.025636,40.992747,-20.556981,11.105576,4635825558099140600.000000,0.579439,-0.381741,0.629614,0.349444,-9.674849,-1.280814,-0.723530,-0.407108,-0.304422,-0.309499,40.408152,21.311797,4.321702,4635827245766672400.000000,0.439277,0.441240,0.547801,-0.558800
1619713264030058,-9.799788,0.061037,0.509954,-0.499428,0.181544,0.097918,43.659069,-4.877567,16.729538,4635830252243779600.000000,0.686446,0.095043,0.720027,-0.036342,-9.771238,0.495481,-0.336492,-0.066639,0.298616,0.027169,40.955545,-20.532852,11.133152,4635825527779754000.000000,0.578461,-0.382361,0.630241,0.349254,-9.699946,-1.325667,-0.720237,-0.409737,-0.298878,-0.291917,40.459308,21.502574,4.043547,4635827245766672400.000000,0.439984,0.439152,0.548729,-0.558977
1619713264038391,-9.723898,0.052889,0.482952,-0.524703,0.106357,0.104793,43.611648,-4.979306,16.706561,4635830252243779600.000000,0.686309,0.093967,0.720387,-0.034529,-9.830695,0.486429,-0.312078,-0.055355,0.297247,0.027772,40.931423,-20.594177,11.203238,4635825527779754000.000000,0.577502,-0.382953,0.630880,0.349041,-9.715447,-1.224999,-0.741358,-0.419409,-0.295241,-0.273759,40.456980,21.808440,3.750569,4635827245766672400.000000,0.440749,0.437086,0.549657,-0.559083
1619713264046724,-9.784905,0.024415,0.684929,-0.543097,0.155354,0.098037,43.678089,-5.118991,16.880152,4635830252243779600.000000,0.686028,0.092826,0.720890,-0.032660,-9.877656,0.467328,-0.226342,-0.054639,0.296945,0.028538,40.870100,-20.556981,11.432300,4635825527779754000.000000,0.576544,-0.383537,0.631520,0.348825,-9.738212,-1.240211,-0.691854,-0.429166,-0.292037,-0.256526,40.455334,21.914609,3.880003,4635827245766672400.000000,0.441491,0.435116,0.550523,-0.559181
1619713264055057,-9.768638,0.013552,0.556109,-0.556272,0.152392,0.111443,43.697099,-5.230253,16.977809,4635830252243779600.000000,0.685758,0.091686,0.721378,-0.030715,-9.887997,0.525197,-0.160281,-0.064741,0.300011,0.033439,40.784657,-20.418982,11.581656,4635825527779754000.000000,0.575564,-0.384117,0.632171,0.348624,-9.741508,-1.445783,-0.630818,-0.422148,-0.286061,-0.226501,40.455334,21.987851,3.990844,4635827245766672400.000000,0.442342,0.433173,0.551379,-0.559174
1619713264063390,-9.810704,-0.018986,0.569700,-0.578942,0.179935,0.107288,43.763542,-5.458091,17.056456,4635830252243779600.000000,0.685410,0.090472,0.721944,-0.028703,-9.765372,0.724512,-0.225319,-0.084456,0.307349,0.032183,40.760521,-20.426710,11.609241,4635825527779754000.000000,0.574535,-0.384758,0.632809,0.348459,-9.625369,-1.698815,-0.633136,-0.395907,-0.265795,-0.200003,40.455334,22.071647,3.993470,4635827245766672400.000000,0.443159,0.431384,0.552160,-0.559139
1619713264071723,-9.911044,-0.008145,0.642892,-0.614070,0.225248,0.101949,43.728248,-5.607280,17.046946,4635830252243779600.000000,0.684934,0.089146,0.722642,-0.026584,-9.638263,0.802240,-0.265114,-0.113018,0.307464,0.023312,40.821831,-20.631338,11.547928,4635825527779754000.000000,0.573496,-0.385445,0.633416,0.348308,-9.554437,-1.807356,-0.613669,-0.357829,-0.258145,-0.170672,40.254734,22.072635,3.917916,4635827245766672400.000000,0.443957,0.429749,0.552812,-0.559121
