Format=7,6257,Unnamed: 2,Unnamed: 3,Waist,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,6280,Unnamed: 44,Unnamed: 45,Right Foot,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,6283,Unnamed: 58,Unnamed: 59,Left Foot,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1619714606077696,-9.961241,0.817445,-0.893250,-1.828510,-0.138451,-0.084199,39.616035,-8.138265,20.476791,4635829393250320400.000000,0.663039,-0.065154,0.743816,0.053600,-9.707262,-0.507795,0.557895,-0.066670,0.120493,-0.047748,41.995678,-15.981702,5.064966,4635825420405571600.000000,0.544062,-0.518737,0.576159,0.320857,-9.725428,-1.023755,-0.549333,-0.149442,-0.199551,-0.063844,39.303427,20.798132,10.959454,4635826494147395600.000000,0.564632,0.388297,0.627616,-0.369479
1619714606086029,-9.967573,0.731530,-0.911791,-1.889584,-0.131936,-0.084054,39.734642,-8.453116,20.295777,4635829393250320400.000000,0.662939,-0.070518,0.742995,0.059138,-9.692678,-0.466259,0.527296,-0.086229,0.123267,-0.046568,41.824782,-15.990589,5.295955,4635825420405571600.000000,0.543721,-0.519140,0.576192,0.320724,-9.727633,-1.046502,-0.538793,-0.153376,-0.191297,-0.064235,39.220181,20.627769,10.890134,4635826772279128100.000000,0.565254,0.387492,0.627494,-0.369580
1619714606094362,-9.993645,0.578727,-0.941630,-1.948946,-0.139017,-0.087773,39.659294,-8.712006,20.108013,4635829393250320400.000000,0.662804,-0.076052,0.742093,0.064848,-9.701239,-0.425990,0.529833,-0.107911,0.121658,-0.048927,41.833661,-16.135970,5.392026,4635825420405571600.000000,0.543339,-0.519596,0.576187,0.320641,-9.760921,-1.049837,-0.568747,-0.157502,-0.192897,-0.072389,39.199638,20.816902,10.876797,4635826816269942800.000000,0.565873,0.386653,0.627387,-0.369693
1619714606102695,-9.960792,0.393507,-0.861607,-1.990407,-0.160961,-0.087364,39.573842,-9.028949,19.854218,4635829393250320400.000000,0.662680,-0.081688,0.741071,0.070690,-9.687765,-0.449292,0.614167,-0.129272,0.119952,-0.050203,41.919106,-16.187017,5.395672,4635825420405571600.000000,0.542917,-0.520103,0.576144,0.320612,-9.765923,-1.049837,-0.563209,-0.168230,-0.192413,-0.075547,39.261207,21.050487,10.792484,4635826816269942800.000000,0.566503,0.385781,0.627302,-0.369783
1619714606111028,-9.893876,0.196083,-0.713909,-2.000562,-0.166710,-0.080995,39.505268,-9.283189,19.687984,4635829393250320400.000000,0.662523,-0.087326,0.739982,0.076578,-9.689031,-0.352605,0.638433,-0.150634,0.123377,-0.058442,41.884719,-16.067181,5.455590,4635825420405571600.000000,0.542452,-0.520681,0.576063,0.320607,-9.713228,-1.113070,-0.593157,-0.179979,-0.194111,-0.080449,39.408221,20.945180,10.768598,4635826816269942800.000000,0.567240,0.384710,0.627333,-0.369716
1619714606119361,-9.855150,0.013875,-0.702587,-1.987561,-0.183953,-0.079927,39.542770,-9.556826,19.570919,4635829393250320400.000000,0.662379,-0.092913,0.738800,0.082430,-9.752581,-0.279512,0.497863,-0.176486,0.122727,-0.070189,41.910531,-15.956210,5.549585,4635825420405571600.000000,0.541947,-0.521343,0.575921,0.320639,-9.683808,-1.186314,-0.598163,-0.188040,-0.199014,-0.082101,39.440451,20.860256,10.851240,4635826723572250600.000000,0.567880,0.383810,0.627244,-0.369822
1619714606127694,-9.802104,-0.028190,-0.780833,-1.974229,-0.217057,-0.077014,39.686709,-9.942365,19.317113,4635829411792436200.000000,0.662298,-0.098437,0.737484,0.088255,-9.829477,-0.396930,0.430909,-0.201263,0.112783,-0.075949,42.103586,-15.870757,5.441859,4635825420405571600.000000,0.541420,-0.522063,0.575709,0.320739,-9.659396,-1.175250,-0.587625,-0.201971,-0.212652,-0.076715,39.431582,20.913470,10.780288,4635826708895760400.000000,0.568583,0.382871,0.627132,-0.369902
1619714606136027,-9.747831,0.014315,-0.747638,-1.966867,-0.222136,-0.065449,39.734660,-10.173861,19.134006,4635829500624502800.000000,0.662186,-0.103897,0.736113,0.094087,-9.808583,-0.485907,0.341677,-0.215028,0.104458,-0.082897,42.356301,-15.785302,5.255091,4635825420405571600.000000,0.540891,-0.522821,0.575442,0.320876,-9.645519,-1.277284,-0.575418,-0.216925,-0.219308,-0.073994,39.429913,20.997251,10.693168,4635826708895760400.000000,0.569329,0.381898,0.627020,-0.369951
