Format=7,6257,,,Waist,,,,,,,,,,,6280,,,Right Foot,,,,,,,,,,,6283,,,Left Foot,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1.61972E+15,-9.44853,0.687463,2.255982,-0.038477,0.053141,0.024463,45.121877,-2.596328,8.752708,4.63583E+18,0.768298,0.147789,0.60262,-0.157244,-9.405148,2.276024,-0.763619,0.034887,-0.056956,-0.074179,35.991362,-27.83439,10.660282,4.63582E+18,0.517384,-0.343628,0.615666,0.484963,-9.7443,0.592579,-0.478005,0.018815,-0.008713,0.003281,42.844155,14.962609,0.305185,4.63583E+18,-0.403085,-0.591938,-0.429669,0.550014
1.61972E+15,-9.569678,0.739876,2.170262,-0.058795,0.020851,0.029386,45.106354,-2.444794,8.829802,4.63583E+18,0.768291,0.147691,0.602724,-0.156969,-9.422802,2.206531,-0.707839,0.045027,-0.051978,-0.071434,35.983483,-27.88171,10.81576,4.63582E+18,0.517686,-0.343578,0.615564,0.484806,-9.798715,0.536248,-0.456381,0.019883,-0.00879,0.009934,42.9249,14.929654,0.357685,4.63583E+18,-0.403023,-0.591982,-0.429548,0.550107
1.61972E+15,-9.560787,0.777688,2.16071,-0.081119,-0.033015,0.03569,45.18344,-2.495346,8.926258,4.63583E+18,0.768427,0.147544,0.602657,-0.156704,-9.463557,2.041074,-0.619759,0.073161,-0.051633,-0.062527,36.062173,-27.88171,10.777633,4.63582E+18,0.518009,-0.343445,0.615532,0.484595,-9.819459,0.467708,-0.474176,0.024889,-0.009613,0.018068,42.905349,15.027161,0.390637,4.63583E+18,-0.402968,-0.592047,-0.429394,0.550198
1.61972E+15,-9.44829,0.803295,2.204753,-0.116072,-0.020148,0.044988,45.412021,-2.733742,8.858745,4.63583E+18,0.76898,0.145673,0.603047,-0.154218,-9.524593,1.947738,-0.640422,0.098303,-0.055314,-0.055659,36.147624,-27.88171,10.730308,4.63582E+18,0.518364,-0.343232,0.615553,0.48434,-9.799755,0.431968,-0.495795,0.033021,-0.007645,0.0253,42.827409,15.035859,0.398136,4.63583E+18,-0.402906,-0.592144,-0.429207,0.550286
1.61972E+15,-9.370251,0.772653,2.154481,-0.14083,0.031945,0.055566,45.435955,-2.902027,8.762273,4.63583E+18,0.769422,0.14376,0.603612,-0.151576,-9.55295,2.022677,-0.757049,0.112764,-0.060063,-0.053522,36.124144,-27.957963,10.686734,4.63582E+18,0.518746,-0.342974,0.615596,0.484059,-9.737854,0.494738,-0.522996,0.041565,-0.007065,0.02974,42.709185,14.905429,0.522806,4.63583E+18,-0.402832,-0.592263,-0.42899,0.55038
1.61972E+15,-9.451163,0.725024,2.049407,-0.148912,0.033531,0.065283,45.215741,-2.917569,8.763719,4.63583E+18,0.769461,0.14346,0.603793,-0.150941,-9.513517,2.183987,-0.861459,0.113685,-0.062068,-0.050433,36.036255,-28.014495,10.676211,4.63582E+18,0.519128,-0.342701,0.615641,0.483785,-9.734876,0.672083,-0.552121,0.042238,-0.006821,0.032288,42.847604,14.8517,0.530684,4.63583E+18,-0.402762,-0.59239,-0.428765,0.550471
1.61972E+15,-9.548821,0.720237,2.005605,-0.152431,-0.008315,0.074896,45.191807,-2.840496,8.841989,4.63583E+18,0.769618,0.143125,0.603842,-0.150262,-9.451167,2.291036,-0.904666,0.099423,-0.059932,-0.050449,36.030811,-27.858273,10.768418,4.63582E+18,0.519483,-0.342464,0.615663,0.483544,-9.761212,0.779349,-0.561541,0.028126,-0.009689,0.029177,43.060018,14.953867,0.368349,4.63583E+18,-0.402725,-0.59248,-0.428576,0.550548
1.61972E+15,-9.503344,0.632152,2.134141,-0.160453,-0.029196,0.084509,45.268882,-2.909191,8.850368,4.63583E+18,0.769821,0.142843,0.603807,-0.149632,-9.396889,2.331614,-0.814908,0.070912,-0.051601,-0.057219,36.062163,-27.723013,10.81576,4.63582E+18,0.51979,-0.342323,0.615635,0.48335,-9.743434,0.778489,-0.576533,0.011112,-0.014373,0.026048,43.019098,15.015106,0.292978,4.63583E+18,-0.402731,-0.592525,-0.428426,0.550612
1.61972E+15,-9.398277,0.58955,2.324651,-0.160327,-0.006894,0.091232,45.27726,-2.994634,8.94945,4.63583E+18,0.769972,0.142591,0.603838,-0.148966,-9.384857,2.337059,-0.714792,0.036864,-0.037962,-0.065287,36.147609,-27.75568,10.777648,4.63582E+18,0.520028,-0.342304,0.615557,0.483206,-9.714308,0.791555,-0.570963,-0.003842,-0.01471,0.023012,42.860402,14.962633,0.300474,4.63583E+18,-0.402767,-0.592539,-0.428316,0.550655
1.61972E+15,-9.343456,0.618983,2.288776,-0.179488,-0.005236,0.099567,45.057078,-2.992012,9.048306,4.63583E+18,0.770135,0.1423,0.603882,-0.148224,-9.455458,2.32749,-0.691698,0.015532,-0.032044,-0.068953,36.298381,-27.720044,10.730308,4.63582E+18,0.520228,-0.342352,0.615445,0.4831,-9.719876,0.775708,-0.554045,-0.016172,-0.015198,0.020707,42.799156,14.982121,0.245223,4.63583E+18,-0.40283,-0.592528,-0.42824,0.550681
1.61972E+15,-9.294627,0.567532,2.304803,-0.205667,-0.006304,0.110039,45.033112,-3.001823,8.96982,4.63583E+18,0.770322,0.14195,0.603931,-0.147384,-9.49868,2.258206,-0.649632,0.016758,-0.029186,-0.067409,36.426891,-27.592691,10.768414,4.63582E+18,0.520419,-0.342399,0.615343,0.482991,-9.736795,0.704396,-0.534344,-0.027508,-0.015366,0.018983,42.799156,15.015106,0.267483,4.63583E+18,-0.402917,-0.592494,-0.428194,0.55069
1.61972E+15,-9.21278,0.583556,2.406269,-0.228516,0.013818,0.115903,45.099156,-2.925967,8.78411,4.63583E+18,0.770474,0.141556,0.604055,-0.146457,-9.496039,2.148345,-0.611691,0.033256,-0.024207,-0.065273,36.356132,-27.590211,10.81576,4.63582E+18,0.520616,-0.342416,0.615288,0.482837,-9.72652,0.626445,-0.517425,-0.031389,-0.016265,0.018814,42.799156,14.917687,0.365135,4.63583E+18,-0.403015,-0.59245,-0.428155,0.550694
1.61972E+15,-9.193376,0.651993,2.461091,-0.249981,0.061286,0.12028,45.040318,-2.994613,8.676865,4.63583E+18,0.770548,0.141023,0.604366,-0.145295,-9.515009,2.103793,-0.641701,0.044155,-0.021003,-0.063613,36.2301,-27.599465,10.81576,4.63582E+18,0.520817,-0.34241,0.615265,0.482654,-9.694616,0.583178,-0.505219,-0.026387,-0.015779,0.020538,42.851603,14.75901,0.342906,4.63583E+18,-0.403104,-0.59242,-0.428102,0.550704
