Format=7,6257,Unnamed: 2,Unnamed: 3,Waist,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,6280,Unnamed: 44,Unnamed: 45,Right Foot,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,6283,Unnamed: 58,Unnamed: 59,Left Foot,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1619714915160311,-9.647042,1.989807,0.295257,0.376787,0.181955,-0.222234,43.006683,-5.801826,11.014271,4635829071127773200.000000,-0.724457,0.203648,-0.614586,-0.236590,-11.310783,-2.888527,-1.414282,-0.095593,-0.012823,-0.377951,31.933309,-29.957384,10.020583,4635825098283024400.000000,0.405047,-0.392764,0.667099,0.486470,-10.154217,0.442057,-1.632669,-0.026594,-0.392055,1.002239,42.825912,8.751680,14.163445,4635826601521578000.000000,0.560846,0.480686,0.602152,-0.302996
1619714915168644,-9.803214,1.833756,0.473571,0.353359,0.190178,-0.232996,42.961168,-5.677367,11.209456,4635829071127773200.000000,-0.724484,0.203409,-0.615322,-0.234789,-11.068751,-3.247282,1.664729,-0.497990,-0.191670,-0.765973,32.097872,-29.780613,9.641355,4635825098283024400.000000,0.406327,-0.395348,0.664492,0.486876,-10.372109,0.781748,-1.865114,0.063428,-0.406940,1.036240,42.750836,8.417158,14.129951,4635826601521578000.000000,0.563062,0.482924,0.599024,-0.301524
1619714915176977,-10.082244,1.586305,0.414394,0.326947,0.158367,-0.236699,42.882221,-5.557688,11.438199,4635829071127773200.000000,-0.724572,0.203228,-0.615931,-0.233071,-11.013194,-6.059027,2.700999,-0.778786,-0.277305,-1.151525,32.335293,-29.518371,9.264172,4635825098283024400.000000,0.408153,-0.399292,0.660519,0.487536,-10.720956,1.197200,-2.361855,0.078000,-0.418352,1.029445,42.926650,8.046543,13.901173,4635826601521578000.000000,0.565255,0.485155,0.595851,-0.300123
1619714915185310,-10.378508,1.333306,0.492889,0.284530,0.098228,-0.239334,42.893484,-5.472247,11.575787,4635829071127773200.000000,-0.724779,0.203123,-0.616313,-0.231503,-10.722093,3.516043,0.054164,-0.838550,-0.360203,-0.863230,32.482621,-29.183294,9.062129,4635825098283024400.000000,0.409510,-0.402363,0.656743,0.488973,-10.741728,0.608885,-3.197757,0.067087,-0.410169,1.042617,43.144313,7.741358,13.565572,4635826601521578000.000000,0.567453,0.487396,0.592669,-0.298642
1619714915193643,-10.647850,1.001347,0.893965,0.225439,0.102720,-0.243177,42.933437,-5.295809,11.666943,4635829071127773200.000000,-0.724927,0.203211,-0.616647,-0.230072,-8.688554,12.866912,-2.857756,-1.037919,-0.180655,-0.681388,32.653054,-28.955122,8.756593,4635825098283024400.000000,0.409660,-0.405631,0.653154,0.490951,-10.873346,0.429713,-3.484329,0.068663,-0.411917,1.096686,43.315213,7.379085,13.438775,4635826601521578000.000000,0.569705,0.489760,0.589357,-0.297034
1619714915201976,-10.993636,0.550605,1.097874,0.180115,0.130369,-0.233730,42.887937,-5.084939,11.804399,4635829071127773200.000000,-0.724955,0.203437,-0.617027,-0.228761,-9.658456,7.246711,-2.977527,-0.964760,-0.057848,-0.927847,32.976776,-28.932001,8.306527,4635825090899680300.000000,0.410091,-0.409684,0.649488,0.492087,-11.284715,1.046190,-3.370036,0.029922,-0.425386,1.133929,43.449002,6.832656,13.493620,4635826576420785200.000000,0.572104,0.492092,0.585973,-0.295260
1619714915210309,-11.461413,0.077741,0.975986,0.170043,0.076881,-0.198224,42.847984,-4.966045,11.890011,4635829071127773200.000000,-0.725077,0.203550,-0.617265,-0.227629,-12.243801,2.754145,-1.923949,-0.581597,-0.146404,-0.943348,33.220922,-28.756064,8.222297,4635824990908842000.000000,0.411436,-0.412932,0.646413,0.492298,-11.655692,1.014323,-3.241302,-0.020780,-0.454004,1.180220,43.441233,6.346897,13.385338,4635826544348981200.000000,0.574718,0.494366,0.582474,-0.293301
1619714915218642,-11.888817,-0.381956,1.158306,0.170197,-0.006562,-0.147820,42.886967,-4.931791,11.786058,4635829071127773200.000000,-0.725365,0.203455,-0.617293,-0.226719,-13.231987,2.925530,1.108036,-0.040136,-0.339651,-0.840582,33.470071,-28.511105,8.293131,4635824990908842000.000000,0.414016,-0.414571,0.644282,0.491551,-11.790764,0.863550,-2.864943,-0.076114,-0.463146,1.232447,43.439326,6.032367,13.179405,4635826708895760400.000000,0.577514,0.496610,0.578895,-0.291094
