Format=7,6257,Unnamed: 2,Unnamed: 3,Waist,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,6280,Unnamed: 44,Unnamed: 45,Right Foot,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,6283,Unnamed: 58,Unnamed: 59,Left Foot,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1619715160495557,-9.503787,-0.122074,0.722156,-0.052058,-0.194009,0.004104,43.110769,-6.001546,11.829621,4635828895932893200.000000,0.776469,-0.051029,0.624514,0.066886,-9.644927,-0.631203,-1.590197,0.133141,-0.098300,0.021835,41.370892,-15.381329,14.090926,4635824687753628700.000000,0.523274,-0.505261,0.576372,0.372412,-9.120220,-0.960529,-1.772327,-0.042673,-0.072465,-0.702589,39.814765,20.178524,6.964968,4635826172024848400.000000,0.480339,0.485297,0.565000,-0.463180
1619715160503890,-9.459458,-0.113082,0.834599,-0.056161,-0.199236,0.008657,43.138372,-6.025307,11.696002,4635828963753590800.000000,0.776970,-0.051114,0.623859,0.067121,-9.565953,-0.600322,-1.520195,0.141308,-0.103232,0.019416,41.448784,-15.448095,14.188574,4635824668786294800.000000,0.523738,-0.504710,0.576443,0.372396,-9.286314,-0.911694,-1.947734,-0.176429,-0.069991,-0.739302,39.739584,20.484705,7.043672,4635826172024848400.000000,0.479398,0.483056,0.566725,-0.464389
1619715160512223,-9.400351,-0.039205,0.873786,-0.064819,-0.209357,0.010681,43.238621,-6.079287,11.572618,4635828963753590800.000000,0.777493,-0.051219,0.623169,0.067386,-9.547270,-0.542531,-1.346822,0.132328,-0.105557,0.009491,41.456341,-15.610342,14.108199,4635824668786294800.000000,0.524203,-0.504199,0.576475,0.372386,-9.395205,-0.860942,-2.027393,-0.299645,-0.064173,-0.767633,39.636151,20.801099,7.028249,4635826172024848400.000000,0.478630,0.480508,0.568750,-0.465347
1619715160520556,-9.329671,0.137474,0.972726,-0.081008,-0.191653,0.010681,43.180169,-6.047813,11.608589,4635828884656112600.000000,0.777967,-0.051381,0.622532,0.067690,-9.690848,-0.514871,-1.208203,0.116777,-0.116457,0.000756,41.378450,-15.469690,13.921509,4635824668786294800.000000,0.524675,-0.503725,0.576440,0.372416,-9.495756,-0.786734,-2.036709,-0.413571,-0.064145,-0.789221,39.471993,21.107248,6.848353,4635826172024848400.000000,0.478043,0.477675,0.571033,-0.466072
1619715160528889,-9.350205,0.295530,1.058826,-0.107820,-0.144773,0.011468,43.017004,-6.025296,11.602861,4635828749005226000.000000,0.778311,-0.051641,0.622040,0.068055,-9.827276,-0.501585,-1.396601,0.094915,-0.127232,-0.006815,41.370892,-15.232044,13.904232,4635824668786294800.000000,0.525138,-0.503301,0.576332,0.372505,-9.623289,-0.690681,-2.014221,-0.510013,-0.050821,-0.800549,39.380762,21.423674,6.862811,4635826172024848400.000000,0.477586,0.474641,0.573544,-0.466556
1619715160537222,-9.474830,0.346302,1.056274,-0.137053,-0.113282,0.015571,42.940484,-6.110748,11.451211,4635828749005226000.000000,0.778566,-0.051995,0.621642,0.068502,-9.727905,-0.533882,-1.627458,0.076379,-0.125257,-0.016239,41.515532,-15.054657,13.993242,4635824668786294800.000000,0.525571,-0.502942,0.576180,0.372614,-9.664414,-0.469047,-2.015184,-0.597086,-0.031512,-0.806199,39.222080,21.716313,7.046864,4635826172024848400.000000,0.477236,0.471450,0.576264,-0.466798
1619715160545555,-9.632245,0.349521,1.007446,-0.164994,-0.110635,0.023047,43.052894,-6.164739,11.389507,4635828749005226000.000000,0.778804,-0.052420,0.621247,0.069046,-9.728219,-0.637262,-1.603494,0.085479,-0.128867,-0.022932,41.540713,-15.339930,13.834998,4635824668786294800.000000,0.526043,-0.502574,0.576019,0.372693,-9.614621,-0.233561,-2.025466,-0.677339,-0.010544,-0.802910,39.057610,21.851252,7.242182,4635826172024848400.000000,0.476991,0.468139,0.579164,-0.466790
1619715160553888,-9.748544,0.301370,0.999057,-0.188380,-0.119291,0.031310,43.126213,-6.164739,11.389507,4635828749005226000.000000,0.779057,-0.052898,0.620820,0.069678,-9.829412,-0.702610,-1.521305,0.102093,-0.138006,-0.028366,41.463928,-15.524852,13.729791,4635824668786294800.000000,0.526579,-0.502168,0.575854,0.372740,-9.563208,-0.107942,-2.015184,-0.746515,0.017538,-0.798217,38.838182,21.869536,7.444235,4635826172024848400.000000,0.476813,0.464747,0.582235,-0.466542
