Format=7,6257,,,Waist,,,,,,,,,,,6260,,,Right Wrist,,,,,,,,,,,6271,,,Left Wrist,,,,,,,,,,,6280,,,Right Foot,,,,,,,,,,,6283,,,Left Foot,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1557500848602657,-9.544014,0.840017,0.467638,-0.348156,0.353920,-0.123589,48.805938,15.114914,-12.735183,4635496093587603500.000000,-0.479696,-0.496040,-0.338730,0.639608,-9.374096,1.537538,2.289185,-0.819594,0.216990,0.603803,46.974087,-13.681807,11.218463,4635492013368672300.000000,0.709811,-0.132609,0.641810,0.258193,8.640070,-6.726806,2.083275,0.283180,0.245937,-0.116598,-30.962664,34.733497,-25.914899,4635491583871942700.000000,0.772874,-0.410231,-0.476943,-0.083083,-9.386724,-0.555087,-4.580630,-1.952309,0.733317,0.029472,42.346039,1.538109,22.705037,4635492120742854700.000000,-0.648588,-0.133782,-0.739106,0.123117,-10.515303,-2.721756,0.681508,-0.463344,-0.443894,-0.605112,50.721801,4.308188,-2.307199,4635493623981408300.000000,-0.163128,-0.760155,-0.192516,0.598741
1557500848610990,-9.177123,-1.124508,2.974229,-0.353946,0.161857,-0.100091,49.077354,15.068234,-12.563576,4635496093587603500.000000,-0.479887,-0.495698,-0.340210,0.638944,-9.299674,1.519526,2.390986,-0.848119,0.218359,0.595311,46.890893,-14.040399,10.968538,4635492013368672300.000000,0.708218,-0.133828,0.641758,0.262037,8.653103,-6.931566,2.277774,0.519216,0.291672,-0.106840,-29.350061,33.985756,-26.276116,4635491583871942700.000000,0.774271,-0.408161,-0.476465,-0.083002,-8.567419,-0.812189,-4.233790,-1.703492,0.775101,0.095069,42.167224,1.196326,22.488914,4635492120742854700.000000,-0.647298,-0.130045,-0.741874,0.117122,-11.447577,-6.409226,-4.195652,-0.198466,-0.446479,-0.822836,50.721760,4.625577,-2.319367,4635493623981408300.000000,-0.162005,-0.758375,-0.195438,0.600355
1557500848619323,-8.642111,-1.147557,3.941723,-0.119374,0.129627,-0.120136,48.992626,15.313817,-12.478124,4635496093587603500.000000,-0.479586,-0.495710,-0.341043,0.638716,-9.221221,1.481727,2.574075,-0.866069,0.211236,0.588395,46.693827,-14.286784,10.903567,4635492013368672300.000000,0.706630,-0.135108,0.641649,0.265908,8.487533,-7.022026,2.396241,0.793165,0.336798,-0.096232,-29.211081,33.709358,-26.658401,4635491583871942700.000000,0.776221,-0.405208,-0.475915,-0.082418,-8.282378,-1.333475,-3.953059,-1.437216,0.833095,0.168833,41.854870,1.166160,22.593756,4635492120742854700.000000,-0.645686,-0.127279,-0.744586,0.111718,-12.934844,-7.491736,-3.749231,0.308058,-0.204831,-1.141845,50.563598,4.772602,-2.222076,4635493623981408300.000000,-0.145256,-0.761369,-0.181872,0.605096
1557500848627656,-9.007581,0.174475,0.536367,-0.241474,0.017100,-0.109893,48.860481,15.558686,-12.404157,4635496093587603500.000000,-0.479723,-0.495194,-0.341954,0.638526,-9.160188,1.420694,2.674009,-0.869318,0.196636,0.582546,46.500284,-14.534446,10.918054,4635492013368672300.000000,0.705072,-0.136396,0.641477,0.269774,8.097214,-6.791840,2.459226,1.021835,0.362317,-0.080480,-29.546323,33.547386,-27.012409,4635491583871942700.000000,0.778599,-0.401529,-0.475328,-0.081372,-8.708132,-1.138206,-4.424758,-1.196475,0.904092,0.242214,41.650948,0.952213,22.771826,4635492120742854700.000000,-0.643734,-0.125419,-0.747306,0.106823,-11.054284,-0.707318,-2.190562,0.338503,-0.241271,-0.653280,50.477909,4.931239,-2.039274,4635493623981408300.000000,-0.142410,-0.760681,-0.182752,0.606371
1557500848635989,-9.760853,0.520548,1.329671,-0.095372,-0.123345,-0.132252,49.010554,15.688682,-12.436442,4635496093587603500.000000,-0.479699,-0.494565,-0.342243,0.638877,-9.092753,1.353259,2.679231,-0.852833,0.182396,0.578885,46.424755,-14.851839,10.850619,4635492013368672300.000000,0.703553,-0.137626,0.641266,0.273589,7.750383,-5.854597,2.762643,1.117954,0.365235,-0.056909,-29.355852,33.261087,-27.471245,4635491583871942700.000000,0.781135,-0.397574,-0.474714,-0.080062,-9.219484,-0.715190,-5.104104,-0.906921,0.915461,0.287137,41.605686,0.567330,22.886691,4635492120742854700.000000,-0.641594,-0.124477,-0.749877,0.102700,-7.957440,10.606786,0.321149,-0.388490,-0.463894,-0.911322,50.404615,5.077788,-1.941305,4635493623981408300.000000,-0.141379,-0.758794,-0.186152,0.607941
1557500848644322,-9.966312,0.838742,2.556316,-0.139422,-0.081261,-0.201483,49.067324,15.623308,-12.598041,4635496068357956600.000000,-0.479521,-0.493862,-0.342876,0.639216,-9.070688,1.280015,2.635037,-0.823279,0.175633,0.575069,46.386370,-15.169232,10.732593,4635492069639289900.000000,0.702061,-0.138771,0.641054,0.277313,7.574456,-4.670297,3.099200,1.047320,0.346794,-0.028002,-29.200109,33.038289,-27.996101,4635491583871942700.000000,0.783508,-0.393902,-0.474080,-0.078764,-9.103866,-0.908985,-5.246289,-0.559273,0.932873,0.325022,41.661011,0.381286,23.082009,4635492120742854700.000000,-0.639221,-0.124589,-0.752306,0.099551,-9.309328,2.300718,0.536379,-0.770898,-0.454001,-0.922841,50.477348,5.309385,-1.940977,4635493623981408300.000000,-0.141513,-0.756683,-0.190557,0.609174
1557500848652655,-9.719262,0.736011,2.723905,-0.154187,0.037614,-0.318987,48.898593,15.708759,-12.576530,4635495878839238700.000000,-0.478889,-0.493278,-0.344027,0.639521,-9.159059,1.225967,2.568197,-0.789611,0.166833,0.571408,46.268363,-15.492980,10.477979,4635492120742854700.000000,0.700605,-0.139814,0.640842,0.280937,7.614322,-4.131154,3.101012,0.893561,0.325985,0.020663,-29.147701,32.732618,-28.408732,4635491583871942700.000000,0.785590,-0.390826,-0.473376,-0.077576,-8.988292,-1.391644,-5.301656,-0.198938,0.909697,0.368822,41.547587,0.449522,23.240743,4635492120742854700.000000,-0.636739,-0.125792,-0.754486,0.097427,-9.886000,2.562535,-0.229264,-0.965997,-0.555084,-0.953748,50.538438,5.699498,-1.953142,4635493623981408300.000000,-0.142258,-0.754157,-0.195489,0.610568
1557500848660988,-9.678234,0.850220,1.568454,-0.168276,0.147415,-0.379885,48.683125,15.792768,-12.403468,4635495878839238700.000000,-0.477965,-0.492870,-0.345560,0.639700,-9.286354,1.182952,2.519954,-0.756551,0.150150,0.568153,46.109676,-15.822563,10.232118,4635492120742854700.000000,0.699207,-0.140749,0.640607,0.284470,7.854025,-4.447839,2.945756,0.799618,0.320640,0.065280,-29.107435,32.437115,-28.642019,4635491583871942700.000000,0.787511,-0.388141,-0.472581,-0.076417,-8.721202,-1.563708,-5.094789,0.158243,0.872661,0.392493,41.303458,0.424411,23.247895,4635492120742854700.000000,-0.634185,-0.128003,-0.756396,0.096382,-10.532738,0.811806,-0.669878,-0.903872,-0.602272,-0.994304,50.380504,5.859002,-1.855865,4635493623981408300.000000,-0.142735,-0.751493,-0.200356,0.612163
1557500848669321,-9.928231,0.799273,1.133671,-0.125932,0.101948,-0.374675,48.691720,15.877473,-12.330163,4635495878839238700.000000,-0.477033,-0.492432,-0.346879,0.640020,-9.383430,1.127727,2.489727,-0.716673,0.125887,0.567238,46.040514,-16.101000,10.303649,4635492120742854700.000000,0.697887,-0.141539,0.640337,0.287904,8.039941,-5.070964,2.866872,0.799616,0.322744,0.107205,-29.482469,32.696316,-28.929972,4635491583871942700.000000,0.789440,-0.385531,-0.471706,-0.075122,-8.496310,-2.450003,-5.179454,0.501072,0.917916,0.461175,41.117388,0.354015,23.362776,4635492101816448000.000000,-0.631321,-0.131355,-0.758237,0.096208,-10.389028,-0.593109,-0.695734,-0.766358,-0.598178,-0.982738,50.306973,6.005515,-1.855525,4635493623981408300.000000,-0.142799,-0.748909,-0.204829,0.613831
1557500848677654,-9.824938,0.652044,1.640927,-0.083168,-0.000810,-0.357888,48.766389,16.046927,-12.428568,4635495878839238700.000000,-0.476204,-0.491829,-0.347845,0.640576,-9.468877,1.066694,2.446130,-0.662404,0.092572,0.571052,45.963198,-16.256193,10.443725,4635492176987701200.000000,0.696675,-0.142120,0.640028,0.291220,8.158708,-5.510560,2.842458,0.854404,0.342121,0.142503,-30.134610,33.276653,-29.202834,4635491645768030200.000000,0.791495,-0.382798,-0.470722,-0.073634,-8.686609,-2.952533,-5.481124,0.893395,0.929835,0.535920,41.202831,0.354015,23.506464,4635492013368672300.000000,-0.628216,-0.135981,-0.759889,0.097067,-10.485808,0.034337,-0.890437,-0.674332,-0.531112,-0.885844,50.683776,6.407437,-1.879852,4635493623981408300.000000,-0.142760,-0.746617,-0.208801,0.615292
1557500848685987,-9.501063,0.589575,1.370933,-0.134196,-0.007440,-0.370132,48.823214,16.207055,-12.416444,4635495878839238700.000000,-0.475456,-0.491088,-0.348958,0.641094,-9.522356,1.012051,2.378699,-0.601519,0.056866,0.573036,45.766135,-16.424773,10.315253,4635492228117037100.000000,0.695584,-0.142474,0.639682,0.294399,8.363355,-5.794629,2.754713,0.933231,0.380938,0.164896,-30.359385,33.326366,-29.433332,4635491691246125100.000000,0.793746,-0.379829,-0.469592,-0.071978,-8.822259,-3.743562,-5.474676,1.346474,0.983938,0.667392,41.286127,0.369060,23.408812,4635492013368672300.000000,-0.624707,-0.142230,-0.761390,0.098981,-10.072602,2.189554,0.118426,-0.684644,-0.600049,-0.840794,51.062206,6.725137,-1.989411,4635493837956647900.000000,-0.142922,-0.744167,-0.212612,0.616915
1557500848694320,-9.230312,0.532075,1.153137,-0.162300,0.058277,-0.400673,48.683125,16.386545,-12.235438,4635495878839238700.000000,-0.474587,-0.490422,-0.350340,0.641494,-9.553163,0.944044,2.305459,-0.531687,0.022128,0.577003,45.700444,-16.790387,10.065307,4635492228117037100.000000,0.694615,-0.142570,0.639315,0.297421,8.612644,-6.267183,2.704871,1.073913,0.437038,0.179196,-30.224696,32.959765,-29.795187,4635491691246125100.000000,0.796316,-0.376397,-0.468288,-0.070087,-9.035629,-4.936568,-5.429452,1.868822,1.018879,0.850942,41.361524,0.439467,23.345548,4635492013368672300.000000,-0.620805,-0.150430,-0.762600,0.102043,-9.730572,1.528423,0.486934,-0.696389,-0.607748,-0.786359,51.136542,6.726279,-2.184399,4635493838729773100.000000,-0.143257,-0.741725,-0.216272,0.618504
1557500848702653,-9.065048,0.618870,1.360833,-0.157319,0.130365,-0.418272,48.710315,16.610654,-12.182230,4635495878839238700.000000,-0.473554,-0.489932,-0.351886,0.641786,-9.570604,0.864990,2.225826,-0.450920,-0.013119,0.584988,45.613278,-16.978762,9.949034,4635492228117037100.000000,0.693772,-0.142367,0.638944,0.300270,8.779398,-6.819382,2.688939,1.302432,0.507732,0.175104,-30.060835,32.697635,-30.283873,4635491691246125100.000000,0.799359,-0.372166,-0.466810,-0.067871,-8.979110,-5.512773,-5.384822,2.390397,1.042374,1.015225,41.416893,0.439467,23.475402,4635492013368672300.000000,-0.616498,-0.160498,-0.763459,0.106307,-10.118437,1.221912,-0.448065,-0.758147,-0.602456,-0.768068,51.136814,6.726279,-2.270249,4635493838729773100.000000,-0.143817,-0.739263,-0.220029,0.619995
1557500848710986,-9.121789,0.895321,1.206442,-0.188976,0.152254,-0.425113,48.925074,16.676742,-12.246993,4635495878839238700.000000,-0.472534,-0.489426,-0.353574,0.641997,-9.532246,0.823710,2.172339,-0.362570,-0.052284,0.594143,45.286021,-16.745692,9.897890,4635492228117037100.000000,0.693068,-0.141834,0.638570,0.302932,8.825953,-7.242505,2.680456,1.612430,0.589273,0.157072,-29.754411,32.306794,-30.858034,4635491753121898500.000000,0.803001,-0.366827,-0.465158,-0.065235,-8.630743,-5.404372,-5.505539,2.829067,1.067941,1.161821,41.344326,0.482424,23.756178,4635492013368672300.000000,-0.611779,-0.172149,-0.763969,0.111549,-9.986187,1.390967,0.326506,-0.741362,-0.680101,-0.528617,51.282722,6.969461,-2.282736,4635493838729773100.000000,-0.145010,-0.736816,-0.222956,0.621582
1557500848719319,-9.116179,1.125172,1.111534,-0.236590,0.133451,-0.443647,48.973349,16.716117,-12.052444,4635495878839238700.000000,-0.471586,-0.488747,-0.355389,0.642208,-9.459002,0.792324,2.141531,-0.264607,-0.092772,0.608181,45.222007,-16.853132,9.723514,4635492228117037100.000000,0.692507,-0.140929,0.638205,0.305397,8.769675,-7.256993,2.791149,1.904053,0.661020,0.142933,-29.388602,31.752288,-31.419162,4635491798620307500.000000,0.807175,-0.360441,-0.463340,-0.062185,-8.524187,-5.230627,-5.535619,3.214520,1.098492,1.288152,41.347158,0.741626,24.019775,4635492051165415400.000000,-0.606614,-0.185168,-0.764128,0.117646,-9.742474,2.485959,0.390395,-0.783851,-0.703816,-0.438296,51.575118,7.359517,-2.489488,4635493838729773100.000000,-0.146585,-0.734354,-0.225698,0.623135
1557500848727652,-8.881383,1.234377,1.237125,-0.306952,0.147125,-0.465510,48.739985,16.960261,-11.794552,4635495878839238700.000000,-0.470701,-0.487933,-0.357463,0.642326,-9.366592,0.788241,2.092131,-0.160959,-0.130661,0.623032,45.299947,-17.447137,9.485788,4635492228117037100.000000,0.692084,-0.139636,0.637866,0.307650,8.517278,-6.112531,2.875774,2.018092,0.717592,0.128396,-29.108261,31.195960,-32.140992,4635491798620307500.000000,0.811564,-0.353601,-0.461350,-0.059043,-8.744389,-4.907105,-5.620636,3.569834,1.101213,1.354576,41.435416,1.028239,24.155633,4635492228117037100.000000,-0.601041,-0.199259,-0.763874,0.124670,-10.021166,-0.281955,-0.557770,-0.813810,-0.680503,-0.302823,51.734345,7.361064,-2.587583,4635493838729773100.000000,-0.148574,-0.732050,-0.228112,0.624494
1557500848735985,-8.630768,1.233729,1.451253,-0.390146,0.202708,-0.490143,48.514431,17.194384,-11.730534,4635495878839238700.000000,-0.469834,-0.487064,-0.359917,0.642250,-9.231168,0.812079,2.031097,-0.060759,-0.168604,0.642560,44.728218,-17.679265,9.426413,4635492228117037100.000000,0.691790,-0.137952,0.637551,0.309715,8.256573,-4.840452,2.866881,1.965224,0.767920,0.107162,-28.906325,30.775112,-33.070973,4635491798620307500.000000,0.815902,-0.346858,-0.459175,-0.056142,-8.235377,-4.131777,-5.277451,3.912600,1.083972,1.389521,41.594123,1.113698,24.068028,4635492228117037100.000000,-0.595071,-0.214256,-0.763141,0.132667,-9.852072,0.995728,0.435383,-0.719251,-0.801682,-0.193779,51.880864,7.215173,-2.782491,4635493838729773100.000000,-0.150665,-0.729582,-0.229867,0.626235
1557500848744318,-8.451808,1.151781,1.400481,-0.451996,0.278320,-0.506734,48.447546,17.373077,-11.796770,4635495878839238700.000000,-0.468931,-0.486248,-0.362716,0.641953,-9.059691,0.830678,1.982842,0.034255,-0.203143,0.662044,44.367444,-17.864524,9.389865,4635492228117037100.000000,0.691613,-0.135896,0.637266,0.311603,8.164894,-4.629674,2.603337,1.933743,0.820910,0.089201,-28.693223,30.408486,-33.942067,4635491798620307500.000000,0.820229,-0.340146,-0.456805,-0.053433,-7.583895,-3.029482,-4.854397,4.163457,1.102750,1.408324,41.748508,1.284975,24.069091,4635492228117037100.000000,-0.588619,-0.229879,-0.762039,0.141347,-9.158475,0.478293,-1.335329,-0.717800,-0.770269,-0.081650,52.185368,7.299669,-2.977786,4635493731806526500.000000,-0.153009,-0.727294,-0.231292,0.627802
1557500848752651,-8.496999,1.179834,1.078672,-0.482586,0.313104,-0.520176,48.513650,17.702672,-11.603018,4635495878839238700.000000,-0.467997,-0.485440,-0.365689,0.641559,-8.851030,0.874261,1.952612,0.127128,-0.232440,0.680961,45.148348,-18.947645,9.116156,4635492228117037100.000000,0.691535,-0.133483,0.637021,0.313314,8.267064,-5.022942,2.613972,1.982505,0.863980,0.083316,-28.399865,29.822829,-34.468261,4635491798620307500.000000,0.824640,-0.333219,-0.454273,-0.050706,-7.280064,-2.157732,-4.633202,4.327920,1.134330,1.404557,41.899933,1.830785,24.483600,4635492209252786200.000000,-0.581682,-0.245833,-0.760639,0.150468,-10.018741,-1.675805,-3.531181,-0.835876,-0.712690,-0.220536,52.490587,7.470233,-3.173128,4635493731355590700.000000,-0.155286,-0.724937,-0.233479,0.629158
1557500848760984,-8.594012,1.130374,0.942031,-0.523004,0.291022,-0.537209,48.524429,18.023677,-11.248249,4635495878839238700.000000,-0.467130,-0.484464,-0.368758,0.641173,-8.599919,0.928908,1.877076,0.217312,-0.259652,0.702783,45.842810,-20.104180,8.954990,4635492284323227600.000000,0.691545,-0.130715,0.636821,0.314863,8.188134,-4.620039,2.801064,2.011775,0.917395,0.059320,-28.161695,29.151851,-34.903322,4635491798620307500.000000,0.829118,-0.326105,-0.451561,-0.048074,-7.174167,-1.445080,-4.537368,4.427762,1.185616,1.397021,42.146894,2.202947,24.617381,4635492120742854700.000000,-0.574240,-0.261949,-0.759008,0.159805,-10.654398,-2.985328,-2.032786,-0.728930,-0.796484,-0.181751,52.564771,7.616805,-3.186081,4635493731355590700.000000,-0.157418,-0.722455,-0.235213,0.630836
1557500848769317,-8.591159,1.026691,1.014165,-0.534213,0.233952,-0.547502,48.505880,18.258630,-10.999663,4635495878839238700.000000,-0.466340,-0.483292,-0.371763,0.640896,-8.350526,0.977738,1.780562,0.305968,-0.285238,0.725874,45.675037,-20.370719,9.017172,4635492335491219500.000000,0.691633,-0.127595,0.636668,0.316255,7.865173,-4.385884,2.691483,2.046393,0.975297,0.021354,-27.990791,28.510034,-35.626986,4635491798620307500.000000,0.833673,-0.318759,-0.448671,-0.045581,-7.662265,-1.159557,-4.774428,4.453238,1.214050,1.380636,42.449287,2.386734,24.603395,4635492120742854700.000000,-0.566430,-0.277993,-0.757140,0.169160,-10.754312,-4.522486,-1.309217,-0.515744,-0.694727,-0.207113,52.796046,7.556639,-3.465723,4635493731355590700.000000,-0.158734,-0.720347,-0.236524,0.632424
1557500848777650,-8.569597,1.247847,0.760345,-0.522116,0.203253,-0.571625,48.337197,18.343286,-10.880605,4635495878839238700.000000,-0.465505,-0.482020,-0.374722,0.640738,-8.105821,1.020175,1.726491,0.393501,-0.299181,0.748153,45.531223,-20.339248,8.917328,4635492335491219500.000000,0.691766,-0.124142,0.636594,0.317485,7.799450,-4.815359,2.609062,2.161411,1.029803,0.004563,-27.721466,27.870117,-36.498828,4635491798620307500.000000,0.838399,-0.310939,-0.445595,-0.042996,-9.020251,-1.512802,-4.871591,4.456150,1.203819,1.329899,42.668326,2.630839,24.998906,4635492120742854700.000000,-0.558377,-0.293769,-0.755000,0.178577,-9.721452,-1.805973,0.128231,-0.385081,-0.681532,-0.009380,53.186016,7.483446,-3.673557,4635493731355590700.000000,-0.160159,-0.718550,-0.236902,0.633966
1557500848785983,-8.565322,1.434153,0.990100,-0.547499,0.217870,-0.599963,48.121582,18.542674,-10.568513,4635495878839238700.000000,-0.464617,-0.480688,-0.377830,0.640558,-7.926144,1.069572,1.651539,0.473867,-0.295628,0.762348,45.689911,-20.578593,8.757387,4635492335491219500.000000,0.691902,-0.120423,0.636634,0.318539,7.903754,-5.108647,2.758183,2.387046,1.116399,-0.037400,-27.337466,27.143915,-37.316351,4635491798620307500.000000,0.843478,-0.302203,-0.442265,-0.040244,-9.192675,-2.372525,-4.720143,4.499875,1.180592,1.232772,42.797012,2.875006,25.423566,4635492120742854700.000000,-0.550039,-0.309208,-0.752588,0.188305,-9.315941,-1.138057,-0.740960,-0.370706,-0.705943,-0.078747,53.722525,7.568231,-3.783834,4635493731355590700.000000,-0.161377,-0.716625,-0.237431,0.635636
1557500848794316,-8.514464,1.265506,1.868133,-0.571120,0.258045,-0.620291,48.140093,18.966225,-10.064804,4635495878839238700.000000,-0.463654,-0.479379,-0.381116,0.640290,-7.924884,1.130609,1.554449,0.540252,-0.284387,0.771961,45.561120,-20.982006,8.785791,4635492335491219500.000000,0.692018,-0.116499,0.636788,0.319436,7.843399,-5.576748,2.835437,2.699850,1.199677,-0.101749,-26.830980,26.209759,-38.189076,4635491798620307500.000000,0.848978,-0.292191,-0.438718,-0.037239,-9.266705,-2.141895,-4.434645,4.512583,1.147851,1.304029,42.812668,3.121273,25.606659,4635492120742854700.000000,-0.541611,-0.324753,-0.749695,0.197866,-9.848990,-5.996574,-0.902643,-0.291955,-0.619910,0.004966,53.955693,7.653662,-3.978747,4635493838253126700.000000,-0.162491,-0.715058,-0.237560,0.637067
1557500848802649,-8.384245,1.045565,2.110062,-0.603910,0.308413,-0.607296,48.280281,19.445972,-9.948823,4635495878839238700.000000,-0.462706,-0.478155,-0.384556,0.639834,-8.035305,1.204413,1.488170,0.594522,-0.277110,0.782691,45.215241,-21.269264,8.755127,4635492335491219500.000000,0.692114,-0.112397,0.637030,0.320214,7.663635,-5.717100,2.925361,3.056245,1.281433,-0.142488,-26.440094,25.312875,-39.086735,4635491798620307500.000000,0.854908,-0.280780,-0.434914,-0.033815,-11.743531,-1.118697,-4.098982,4.369646,1.130461,1.305148,42.989161,3.390488,25.824061,4635492120742854700.000000,-0.533209,-0.339840,-0.746581,0.206915,-9.243641,-1.666882,-0.028212,-0.121439,-0.755658,0.178697,53.944568,7.581114,-4.259170,4635493838729773100.000000,-0.163688,-0.713414,-0.236624,0.638949
1557500848810982,-8.455463,1.006102,1.864422,-0.689007,0.227122,-0.590344,48.253254,19.822574,-10.088049,4635495878839238700.000000,-0.462097,-0.476571,-0.388027,0.639360,-8.061580,1.277084,1.452117,0.641925,-0.272788,0.786617,44.986719,-21.433763,8.590064,4635492335491219500.000000,0.692204,-0.108151,0.637337,0.320872,7.601887,-5.497753,3.017081,3.435038,1.387729,-0.191334,-26.183747,24.378827,-40.002641,4635491798620307500.000000,0.861282,-0.267854,-0.430752,-0.029993,-10.530140,-2.051210,-4.057814,4.386207,0.847459,1.064389,43.347276,3.735090,26.202491,4635492120742854700.000000,-0.525247,-0.353845,-0.742886,0.216864,-9.520561,-3.896612,-0.644303,-0.152607,-0.729660,0.136908,54.102525,7.507870,-4.454858,4635493838729773100.000000,-0.164834,-0.711770,-0.235912,0.640748
1557500848819315,-8.374744,0.963557,2.198160,-0.689161,0.263857,-0.618272,48.019891,19.908025,-9.686860,4635495878839238700.000000,-0.461349,-0.475032,-0.391619,0.638855,-8.045243,1.350892,1.427702,0.680082,-0.262419,0.781177,44.828024,-21.637159,8.610731,4635492335491219500.000000,0.692276,-0.103821,0.637710,0.321404,7.519008,-5.033468,3.034466,3.758510,1.482174,-0.231887,-25.828984,23.151422,-41.046185,4635491860450005000.000000,0.867954,-0.253612,-0.426227,-0.025828,-10.736128,-2.260256,-1.087919,4.287306,0.532955,0.963768,43.868738,4.135133,26.531624,4635492120742854700.000000,-0.518118,-0.366917,-0.738477,0.227105,-8.974946,-4.331680,0.920583,0.005683,-0.747621,0.316417,54.334094,7.519705,-4.650130,4635493838729773100.000000,-0.166003,-0.710357,-0.234232,0.642628
1557500848827648,-8.013746,1.051259,2.086280,-0.623570,0.441591,-0.670807,47.822681,20.050366,-9.161477,4635495878839238700.000000,-0.460033,-0.473999,-0.395477,0.638195,-8.069656,1.474648,1.409674,0.702627,-0.246348,0.767555,44.631028,-21.881291,8.850732,4635492335491219500.000000,0.692320,-0.099480,0.638142,0.321827,7.362170,-3.996597,3.334854,3.934735,1.552603,-0.277688,-25.394717,21.699915,-42.157002,4635492029642954800.000000,0.874672,-0.238565,-0.421391,-0.021577,-9.734457,1.576265,0.659619,3.809143,0.540013,0.767115,44.216501,4.479692,26.612139,4635492177258295300.000000,-0.511346,-0.378250,-0.734612,0.236214,-10.370059,-3.871807,-0.664306,0.012789,-0.680709,0.206646,54.480989,7.446841,-4.845472,4635493838729773100.000000,-0.166785,-0.709015,-0.232904,0.644389
